CameraID,CameraCode,CameraName,Latitude,Longtitude,Date,Time,Person,Motorbike,Car,Truck,Bus
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:59:12,13,12,5,1,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:54:01,10,7,7,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:48:49,20,10,5,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:43:36,11,9,2,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:38:22,12,6,3,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:33:07,9,4,4,1,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:27:54,13,2,2,1,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:22:42,10,3,3,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:17:30,10,2,1,1,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:12:17,17,6,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:07:04,17,8,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,23:01:51,10,11,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,22:56:38,14,19,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,22:51:26,15,8,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,22:46:15,13,15,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,22:41:05,16,11,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,22:35:54,16,8,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,22:30:43,15,7,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,22:25:32,16,3,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,22:20:22,14,1,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,22:15:14,16,2,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,22:10:09,15,11,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,22:05:01,15,11,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:59:55,16,9,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:54:48,11,15,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:49:42,9,10,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:44:34,5,12,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:39:27,12,18,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:34:20,9,10,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:29:14,17,9,0,1,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:24:07,14,6,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:19:01,12,7,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:13:54,19,4,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:08:48,21,9,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,21:03:41,14,7,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:58:34,17,10,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:53:28,12,4,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:48:21,15,0,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:43:14,16,2,0,1,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:38:09,12,6,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:33:04,14,3,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:27:57,16,0,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:22:52,9,6,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:17:46,15,2,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:12:39,11,15,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:07:33,15,6,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,20:02:27,15,14,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:57:20,14,5,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:52:13,19,7,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:47:07,14,8,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:42:00,14,7,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:36:54,12,8,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:31:47,17,9,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:26:42,19,5,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:21:35,14,4,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:16:28,15,8,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:11:22,10,6,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:06:15,16,8,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,19:01:08,16,8,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,18:56:02,14,6,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,18:50:37,10,5,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,18:45:32,14,4,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,18:40:24,9,9,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,18:35:18,7,5,2,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,18:30:12,10,6,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,18:25:07,15,8,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,18:20:00,17,7,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,18:14:54,14,8,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,18:09:48,20,8,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,18:04:41,18,10,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:59:36,15,10,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:54:30,15,17,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:49:23,10,18,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:44:16,12,6,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:39:09,13,5,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:34:04,13,11,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:28:57,12,9,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:23:51,14,11,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:18:46,17,22,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:13:41,11,18,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:08:35,10,22,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,17:03:30,18,19,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:58:24,18,20,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:53:17,10,15,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:48:11,11,15,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:43:06,13,18,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:37:58,12,19,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:32:52,10,19,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:27:46,5,20,2,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:22:40,11,16,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:17:34,4,22,1,1,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:12:28,9,21,1,1,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:07:22,5,16,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,16:02:16,8,15,2,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,15:57:10,15,15,3,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,15:52:04,4,19,3,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,15:46:59,11,16,3,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,15:41:53,12,26,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,15:36:45,14,20,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,15:31:38,7,21,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,15:26:31,13,17,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,15:21:25,9,25,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,15:16:15,9,17,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,15:10:40,8,21,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,15:05:02,9,15,2,1,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:59:19,5,24,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:54:10,3,25,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:49:04,5,20,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:43:56,10,13,2,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:38:50,0,11,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:33:43,6,21,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:28:37,8,22,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:23:27,12,25,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:18:21,8,18,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:13:15,12,20,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:08:08,5,18,0,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,14:03:01,4,23,1,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,13:57:55,2,16,2,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,13:52:48,3,21,2,0,0
8eecefdd-b79e-44dd-8420-42cbc53989d7,Camera01,Camera 01,11.9399,108.4374,01/11/22,13:47:41,6,15,3,0,0
